Name,Provider ID,External ID,Cloud Platform,Subscription,Subscription ID,Projects,Region,Tags,Resource Type,Native Type,Last Seen
lorax-al2-instance4,arn:aws:ec2:eu-west-2:001791986277:instance/i-0b0a9a60fcbd45dfb,i-0b0a9a60fcbd45dfb,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-2,"{""Name"": ""lorax-al2-instance4""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:57Z
gke-schemel-demo-default-pool-1a59d00b-7t2v,https://www.googleapis.com/compute/v1/projects/round-kit-289318/zones/us-west1-c/instances/gke-schemel-demo-default-pool-1a59d00b-7t2v,5085380262425371258,GCP,Demo-project,round-kit-289318,"App A,GCP Subscription Project ,Google Workspace _GCP Org Demo",us-west1,"{""goog-gke-node"": """", ""goog-k8s-cluster-name"": ""schemel-demo"", ""goog-k8s-node-pool-name"": ""default-pool"", ""goog-gke-cost-management"": """", ""goog-k8s-cluster-location"": ""us-west1-c"", ""goog-gke-cluster-id-base32"": ""uldygnledzhodkqxfw3nhbfd56pzdzfwyy3eamehx5xcu4qtbcea"", ""gke-schemel-demo-a2c78335-node"": ""gke-schemel-demo-a2c78335-node""}",VIRTUAL_MACHINE,compute#instance,2024-10-30T19:29:38Z
wiz-attack-simulation-instance-1-3ffb770c,arn:aws:ec2:eu-north-1:001791986277:instance/i-0c0f630e0bb4f0475,i-0c0f630e0bb4f0475,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-north-1,"{""Name"": ""wiz-attack-simulation-instance-1-3ffb770c"", ""wiz-attack-simulation"": ""true""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:45Z
george-test-demo,fa85d4c2-33b7-41ab-a55f-b239f3afa383,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/myresourcegroup/providers/microsoft.compute/virtualmachines/george-test-demo,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus,"{""george"": ""demo""}",VIRTUAL_MACHINE,Microsoft.Compute/virtualMachines,2024-10-30T19:50:53Z
photon-client,VirtualMachine:vm-85,64c6a781-bab2-443f-be83-d2d235a25419_VirtualMachine:vm-85,vSphere,Tanzu-Datacenter,64c6a781-bab2-443f-be83-d2d235a25419_Datacenter:datacenter-3,Vsphere Env,,{},VIRTUAL_MACHINE,vsphere#virtualMachine,2024-10-30T19:06:40Z
tomlr-monitoring-test-2,ocid1.instance.oc1.iad.anuwcljr356jruicok2u27w5rfrs3bln5q37ce3x6sttvpzniq3wxoem73da,ocid1.instance.oc1.iad.anuwcljr356jruicok2u27w5rfrs3bln5q37ce3x6sttvpzniq3wxoem73da,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/tom.levran@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2024-06-03T14:24:47.018Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:09Z
ubuntu-client,VirtualMachine:vm-110,64c6a781-bab2-443f-be83-d2d235a25419_VirtualMachine:vm-110,vSphere,Tanzu-Datacenter,64c6a781-bab2-443f-be83-d2d235a25419_Datacenter:datacenter-3,Vsphere Env,,{},VIRTUAL_MACHINE,vsphere#virtualMachine,2024-10-30T19:06:40Z
esxi-nested-02.wiz-tanzu.local,HostSystem:host-60,64c6a781-bab2-443f-be83-d2d235a25419_HostSystem:host-60,vSphere,Tanzu-Datacenter,64c6a781-bab2-443f-be83-d2d235a25419_Datacenter:datacenter-3,Vsphere Env,,{},VIRTUAL_MACHINE,vsphere#hostSystem,2024-10-30T19:06:39Z
windows-machine,ocid1.instance.oc1.iad.anuwcljt356jruico7u6zdeqzvx33pkqmssfvi4evzmqmts6sy2mw4mn2j5q,ocid1.instance.oc1.iad.anuwcljt356jruico7u6zdeqzvx33pkqmssfvi4evzmqmts6sy2mw4mn2j5q,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""elad.gabay@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2022-02-07T12:46:35.613Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:09Z
arn:aws:ec2:eu-west-3:001791986277:instance/i-06901010ce309fc01,arn:aws:ec2:eu-west-3:001791986277:instance/i-06901010ce309fc01,i-06901010ce309fc01,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-3,{},VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:44Z
cluster-krqsv-worker-westeurope3-bmr5l,66426c5d-6dea-4cc9-ab1f-71e3e55221da,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/aro-b6ppqb26/providers/microsoft.compute/virtualmachines/cluster-krqsv-worker-westeurope3-bmr5l,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",westeurope,"{""kubernetes.io-cluster-cluster-krqsv"": ""owned""}",VIRTUAL_MACHINE,Microsoft.Compute/virtualMachines,2024-10-30T19:50:52Z
Elasticsearch,arn:aws:ec2:eu-central-1:984186218765:instance/i-067f2c1f1dacb50c1,i-067f2c1f1dacb50c1,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""Elasticsearch""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:07Z
Gal-Wiz-VM,VirtualMachine:vm-6923,730f64db-1635-4db6-8ab2-567ad1f0ccf7_VirtualMachine:vm-6923,vSphere,Wiz-Demo-DC-8,730f64db-1635-4db6-8ab2-567ad1f0ccf7_Datacenter:datacenter-3,Vsphere Env,,{},VIRTUAL_MACHINE,vsphere#virtualMachine,2024-10-30T18:50:25Z
instance-1,https://www.googleapis.com/compute/v1/projects/acme-prod-env/zones/europe-west1-b/instances/instance-1,7153171345356538496,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",europe-west1,"{""http-server"": ""http-server""}",VIRTUAL_MACHINE,compute#instance,2024-10-30T19:26:28Z
ms2019base-v1,arn:aws:ec2:eu-central-1:984186218765:instance/i-074e55606b1f90351,i-074e55606b1f90351,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""ms2019base-v1""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:10Z
ECS Instance - EC2ContainerService-payment-app-cluster-3,arn:aws:ec2:eu-west-2:001791986277:instance/i-0bff921c0cee898fa,i-0bff921c0cee898fa,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-2,"{""Name"": ""ECS Instance - EC2ContainerService-payment-app-cluster-3"", ""Description"": ""This instance is the part of the Auto Scaling group which was created through ECS Console"", ""aws:autoscaling:groupName"": ""EC2ContainerService-payment-app-cluster-3-EcsInstanceAsg-GG7MZ6W3W87M"", ""aws:cloudformation:stack-id"": ""arn:aws:cloudformation:eu-west-2:001791986277:stack/EC2ContainerService-payment-app-cluster-3/8a61e9e0-e945-11eb-ad6f-0a71ffb2c2c4"", ""aws:cloudformation:logical-id"": ""EcsInstanceAsg"", ""aws:cloudformation:stack-name"": ""EC2ContainerService-payment-app-cluster-3""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:55Z
dani-win-crashdump,arn:aws:ec2:us-east-2:001791986277:instance/i-0293e34099f41bdfa,i-0293e34099f41bdfa,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-2,"{""Name"": ""dani-win-crashdump""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:55Z
oke-czcc35quq7q-nmqhbdsdpaa-sbqyjxfvbvq-0,ocid1.instance.oc1.iad.anuwcljs356jruicfwhvt2vp2m4losnyj7zlm7rx3gnfhlfj25cqimsmg5gq,ocid1.instance.oc1.iad.anuwcljs356jruicfwhvt2vp2m4losnyj7zlm7rx3gnfhlfj25cqimsmg5gq,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""OKEnodePoolName"": ""pool1"", ""Oracle-Tags.CreatedBy"": ""oke"", ""Oracle-Tags.CreatedOn"": ""2022-09-07T08:50:53.751Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:09Z
my-ec2-cluster-1,arn:aws:ec2:us-west-2:001791986277:instance/i-06b262b4a489e5aad,i-06b262b4a489e5aad,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-west-2,"{""Name"": ""my-ec2-cluster-1"", ""Terraform"": ""true"", ""Environment"": ""dev""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:47Z
arn:aws:ec2:us-east-2:984186218765:instance/i-02f12d89439ca359d,arn:aws:ec2:us-east-2:984186218765:instance/i-02f12d89439ca359d,i-02f12d89439ca359d,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-2,"{""itayAr-train"": """"}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:09Z
omigod-vm,9008c7a7-2fd3-4fec-97b2-0d90c148a347,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/omigod-vm_group/providers/microsoft.compute/virtualmachines/omigod-vm,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus,{},VIRTUAL_MACHINE,Microsoft.Compute/virtualMachines,2024-10-30T19:50:53Z
Bastion-Poweruser,arn:aws:ec2:eu-west-2:001791986277:instance/i-065d251d04173955d,i-065d251d04173955d,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-2,"{""Name"": ""Bastion-Poweruser"", ""Owner"": ""JD""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:54Z
bapl-jd-builder-instancegroup-qj7w,https://www.googleapis.com/compute/v1/projects/acme-prod-env/zones/us-east1-b/instances/bapl-jd-builder-instancegroup-qj7w,2598450887960334271,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-east1,"{""http-server"": ""http-server"", ""https-server"": ""https-server""}",VIRTUAL_MACHINE,compute#instance,2024-10-30T19:25:59Z
karpenter,arn:aws:ec2:us-east-2:984186218765:instance/i-0f05893035576bf54,i-0f05893035576bf54,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-2,"{""Name"": ""karpenter"", ""aws:ec2:fleet-id"": ""fleet-9d86480e-2b37-439c-a492-a6800f03f998"", ""eks:cluster-name"": ""wiz-demo-infra"", ""eks:nodegroup-name"": ""karpenter-20230425055035901700000007"", ""aws:eks:cluster-name"": ""wiz-demo-infra"", ""aws:ec2launchtemplate:id"": ""lt-0f51a926113b6999f"", ""aws:autoscaling:groupName"": ""eks-karpenter-20230425055035901700000007-50c3db7b-5ed5-bae2-1ded-2a49c1e13e10"", ""aws:ec2launchtemplate:version"": ""7"", ""k8s.io/cluster-autoscaler/enabled"": ""true"", ""kubernetes.io/cluster/wiz-demo-infra"": ""owned"", ""k8s.io/cluster-autoscaler/wiz-demo-infra"": ""owned""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:08Z
redhat-customer-related-v1,arn:aws:ec2:eu-central-1:984186218765:instance/i-0f0253d22db76e92c,i-0f0253d22db76e92c,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""redhat-customer-related-v1"", ""Wiz_to_Fortinet_Tag"": ""Block""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:09Z
FinanceApp-FE,97e17021-6818-4dda-a289-15596007668e,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/demoresources-shared-rg-01/providers/microsoft.compute/virtualmachines/financeapp-fe,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus,"{""BU"": ""Finance"", ""Owner"": ""DemoTeam""}",VIRTUAL_MACHINE,Microsoft.Compute/virtualMachines,2024-10-30T19:50:53Z
eliran-test-vm,arn:aws:ec2:eu-west-1:984186218765:instance/i-068b2afe54c476704,i-068b2afe54c476704,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-west-1,"{""Name"": ""eliran-test-vm""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:29:55Z
ext9-wiz-backend,arn:aws:ec2:us-west-2:984186218765:instance/i-0ea9028c810a2b4a5,i-0ea9028c810a2b4a5,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-west-2,"{""Name"": ""ext9-wiz-backend""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:03Z
aks-nodepool1-63322859-vmss_1,e4d706df-1e26-453b-8afa-cbe999799c9f,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/mc_laliv_rg_lalivaks_eastus/providers/microsoft.compute/virtualmachinescalesets/aks-nodepool1-63322859-vmss/virtualmachines/1,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus,"{""aks-managed-poolName"": ""nodepool1"", ""aks-managed-orchestrator"": ""Kubernetes:1.25.6"", ""aks-managed-creationSource"": ""vmssclient-aks-nodepool1-63322859-vmss"", ""aks-managed-createOperationID"": ""0a61b853-9f8d-44b7-a452-cb4389f324df"", ""aks-managed-resourceNameSuffix"": ""36730313"", ""aks-managed-kubeletIdentityClientID"": ""7e0f7179-4962-4c64-8c62-339fad22e8db""}",VIRTUAL_MACHINE,Microsoft.Compute/virtualMachineScaleSets/virtualMachines,2024-10-30T19:50:49Z
dapl-jd-marked-ubun2,https://www.googleapis.com/compute/v1/projects/acme-prod-env/zones/us-central1-a/instances/dapl-jd-marked-ubun2,2681301421291357095,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-central1,"{""environment"": ""demo""}",VIRTUAL_MACHINE,compute#instance,2024-10-30T19:26:05Z
yossi-jump-oke1,ocid1.instance.oc1.iad.anuwcljr356jruicygty4ey77co2yu4crmzmhuc6aoxibkf64ibtaza5vibq,ocid1.instance.oc1.iad.anuwcljr356jruicygty4ey77co2yu4crmzmhuc6aoxibkf64ibtaza5vibq,OCI,yossi-sm-wiz-outpost,ocid1.compartment.oc1..aaaaaaaav3iunxq5glxyrndism3vxu46gjrayqqm5evwhmibrjhgoagb66fa,"Acme,Acme Oracle App,OCI demo",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/yossi.marzuk@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2023-04-30T13:27:40.166Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:29Z
openVPN285V1,74d591b8-ff42-401c-8220-f43fe16daf00,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/us2eastrg/providers/microsoft.compute/virtualmachines/openvpn285v1,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus2,{},VIRTUAL_MACHINE,Microsoft.Compute/virtualMachines,2024-10-30T19:50:53Z
gke-demo-scenarios-default-pool-1e4dd7f6-q4by,https://www.googleapis.com/compute/v1/projects/centered-kiln-290213/zones/us-central1-c/instances/gke-demo-scenarios-default-pool-1e4dd7f6-q4by,400553880116001984,GCP,demo-project,centered-kiln-290213,"App A,GCP Subscription Project ,Google Workspace _GCP Org Demo",us-central1,"{""goog-gke-node"": """", ""goog-k8s-cluster-name"": ""demo-scenarios"", ""goog-k8s-node-pool-name"": ""default-pool"", ""goog-gke-cost-management"": """", ""goog-k8s-cluster-location"": ""us-central1-c"", ""goog-gke-cluster-id-base32"": ""2o4lyot36tyic7xqtixhc7g3xb2tqc7iuwpdz4y5ukjeu2gyceqa"", ""gke-demo-scenarios-d3b8bc3a-node"": ""gke-demo-scenarios-d3b8bc3a-node""}",VIRTUAL_MACHINE,compute#instance,2024-10-30T19:29:42Z
mewest1,https://www.googleapis.com/compute/v1/projects/acme-prod-env/zones/me-west1-a/instances/mewest1,6891462779819833765,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",me-west1,{},VIRTUAL_MACHINE,compute#instance,2024-10-30T19:25:54Z
redhat-customer-related-v2,arn:aws:ec2:eu-central-1:984186218765:instance/i-059d45768378f2768,i-059d45768378f2768,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""redhat-customer-related-v2""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:10Z
UserManagedIdentityVM,20fbb6f6-e002-4da4-acd2-67dd51f198ae,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/testmattan/providers/microsoft.compute/virtualmachines/usermanagedidentityvm,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus,{},VIRTUAL_MACHINE,Microsoft.Compute/virtualMachines,2024-10-30T19:50:53Z
cassandra-ops,arn:aws:ec2:us-east-1:984186218765:instance/i-00628eb9c83029087,i-00628eb9c83029087,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-1,"{""Name"": ""cassandra-ops""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:04Z
guysi,ocid1.instance.oc1.iad.anuwcljr356jruiczs4gxm3of74zgjxczxegtca234toylsyyte5kq2nio5q,ocid1.instance.oc1.iad.anuwcljr356jruiczs4gxm3of74zgjxczxegtca234toylsyyte5kq2nio5q,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/guy.silberman@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2024-10-27T15:02:19.804Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:08Z
Compliant-AL2-server,arn:aws:ec2:eu-west-2:001791986277:instance/i-0b533dec93671435d,i-0b533dec93671435d,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-2,"{""Name"": ""Compliant-AL2-server""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:57Z
SB-CLONE-VS-8,VirtualMachine:vm-6727,730f64db-1635-4db6-8ab2-567ad1f0ccf7_VirtualMachine:vm-6727,vSphere,Wiz-Demo-DC-8,730f64db-1635-4db6-8ab2-567ad1f0ccf7_Datacenter:datacenter-3,Vsphere Env,,{},VIRTUAL_MACHINE,vsphere#virtualMachine,2024-10-30T18:50:25Z
Tomcat-WebServer-Backend-1,arn:aws:ec2:eu-central-1:984186218765:instance/i-0653ad0c3c12f72f0,i-0653ad0c3c12f72f0,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""Tomcat-WebServer-Backend-1""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:07Z
wiz-attack-simulation-instance-1-560579d9,arn:aws:ec2:eu-central-1:984186218765:instance/i-0b885140c13419137,i-0b885140c13419137,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""wiz-attack-simulation-instance-1-560579d9"", ""wiz-attack-simulation"": ""true""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:07Z
wiz-attack-simulation-instance-4-560579d9,arn:aws:ec2:eu-central-1:984186218765:instance/i-0cd46b0d81d9dd238,i-0cd46b0d81d9dd238,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""wiz-attack-simulation-instance-4-560579d9"", ""wiz-attack-simulation"": ""true""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:08Z
efs-test,arn:aws:ec2:us-east-2:001791986277:instance/i-0abeac4856219e022,i-0abeac4856219e022,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-2,"{""Name"": ""efs-test""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:55Z
Tomcat-default-creds-misconfig-dani,arn:aws:ec2:us-east-2:001791986277:instance/i-0573af8225ebaa201,i-0573af8225ebaa201,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-2,"{""Name"": ""Tomcat-default-creds-misconfig-dani""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T20:04:55Z
UBUNTU-20-04,VirtualMachine:vm-19,ced82e81-0a46-4762-8198-470e44bf7000_VirtualMachine:vm-19,vSphere,Wiz-Demo-DC-6-7,ced82e81-0a46-4762-8198-470e44bf7000_Datacenter:datacenter-2,Vsphere Env,,{},VIRTUAL_MACHINE,vsphere#virtualMachine,2024-10-30T20:45:46Z
oke-ctcdsle7twq-nylpdt5brra-shxfuaftgtq-1,ocid1.instance.oc1.iad.anuwcljr356jruicmvesz3y7773a6ba72a7dt6h6ev3qeed5mrdoyg3j4h5q,ocid1.instance.oc1.iad.anuwcljr356jruicmvesz3y7773a6ba72a7dt6h6ev3qeed5mrdoyg3j4h5q,OCI,wiz-outpost-oron-v2,ocid1.compartment.oc1..aaaaaaaaywfdxfz5xhjfcy6tahdsfhsdjrd4ltk6erlvzfoyaekhc3bn7dsq,"Acme,Acme Oracle App,OCI demo",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""oke"", ""Oracle-Tags.CreatedOn"": ""2022-05-23T22:19:33.375Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:03:23Z
dapl-jd-dev-infra,https://www.googleapis.com/compute/v1/projects/acme-prod-env/zones/us-central1-a/instances/dapl-jd-dev-infra,2306126987079598985,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-central1,"{""environment"": ""demo""}",VIRTUAL_MACHINE,compute#instance,2024-10-30T19:26:04Z
oke-cii46piuriq-n4s25vtwcka-seaz5ee7scq-1,ocid1.instance.oc1.iad.anuwcljr356jruiccvrtabnm4yeuuq3yfltwlms3qffibmucstzvozvqp4ra,ocid1.instance.oc1.iad.anuwcljr356jruiccvrtabnm4yeuuq3yfltwlms3qffibmucstzvozvqp4ra,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""oke"", ""Oracle-Tags.CreatedOn"": ""2022-05-26T15:34:51.717Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:04:08Z
Tomcat-WebServer-Backend-2,arn:aws:ec2:eu-central-1:984186218765:instance/i-0af19b0ab1bd19e87,i-0af19b0ab1bd19e87,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""Name"": ""Tomcat-WebServer-Backend-2""}",VIRTUAL_MACHINE,virtualMachine,2024-10-30T18:30:07Z
sandbox2-instance,ocid1.instance.oc1.iad.anuwcljr356jruicprrolo26qk2hqkstp2cw7dixljqigan65b7yeyig32ca,ocid1.instance.oc1.iad.anuwcljr356jruicprrolo26qk2hqkstp2cw7dixljqigan65b7yeyig32ca,OCI,sandbox2,ocid1.compartment.oc1..aaaaaaaakn6646d6akmh42iq2sgjs4calkjrq6kisp6d4sxid5ioxkfhnuca,"Acme,Acme Oracle App,OCI demo",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""ronen.shustin+sandbox2@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2022-06-08T11:37:04.403Z""}",VIRTUAL_MACHINE,oci#computeInstance,2024-10-30T19:03:59Z
