Name,ID,Category,Classifier,Unique Matches,Total Matches,Wiz Url,Projects,Resource Name,Region,Created At,Resource Type,Resource Native Type,Resource External ID,Subscription ID,Cloud Provider,Encryption At Rest,Encryption In Transit,Resource Status,PaaS,Severity,Finding Examples
DigitalIdentity/IP Address,arn:aws:rds:eu-west-2:001791986277:cluster:lorax-aurora-db##BUILTIN-438,DataCategoryDigitalIdentity,IP Address,397,790,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'993a46e7-93d9-5f22-882d-592509300d96*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",lorax-aurora-db,eu-west-2,2023-11-30T19:06:05.281098Z,CloudPlatform/Database,rds/AmazonAuroraMySQL/cluster,arn:aws:rds:eu-west-2:001791986277:cluster:lorax-aurora-db,001791986277,AWS,false,false,Active,false,INFO,"[{""path"":""userdata.mytable"",""key"":""ip_address"",""location"":""ip_address"",""value"":""1.***.2***2"",""evidenceId"":""38618c0236bca1a61f46afa5f40579fb""},{""path"":""userdata.userdata2"",""key"":""ip_address"",""location"":""ip_address"",""value"":""1.***.2***2"",""evidenceId"":""4c40d109bafff6368e19654cb839e5af""},{""path"":""userdata.mytable"",""key"":""ip_address"",""location"":""ip_address"",""value"":""91***5.****3"",""evidenceId"":""38618c0236bca1a61f46afa5f40579fb""}]"
PII/NAME,data##ld001-secret-prime0001-47f499a0-543f-11ef-9596-12092b029ad9##e8a753c5-eecb-4e1c-b14f-db3bac2533ef##NAME,DataCategoryPII,Name,0,0,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'6aca9e62-dd96-5774-8147-df7799bae959*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",ld001-secret-prime0001-47f499a0-543f-11ef-9596-12092b029ad9,us-east-1,2024-08-08T10:35:58.368629Z,CloudPlatform/Bucket,bucket,ld001-secret-prime0001-47f499a0-543f-11ef-9596-12092b029ad9,984186218765,AWS,true,false,Active,false,MEDIUM,null
PII/Date of Birth,arn:aws:rds:eu-west-2:001791986277:cluster:lorax-aurora-db##BUILTIN-130,DataCategoryPII,Date of Birth,306,616,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'da0a61e6-cb61-51a8-8fed-c68dc6688c3b*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",lorax-aurora-db,eu-west-2,2024-04-29T11:54:40.901992Z,CloudPlatform/Database,rds/AmazonAuroraMySQL/cluster,arn:aws:rds:eu-west-2:001791986277:cluster:lorax-aurora-db,001791986277,AWS,false,false,Active,false,MEDIUM,"[{""path"":""userdata.mytable"",""key"":""birthdate"",""location"":""birthdate"",""value"":""1**/***3"",""evidenceId"":""99e2221b40309761115a86e37a2e5a2d""},{""path"":""userdata.userdata2"",""key"":""birthdate"",""location"":""birthdate"",""value"":""3**/***1"",""evidenceId"":""410d789a428ca7637ea4d8b62fbf29be""},{""path"":""userdata.mytable"",""key"":""birthdate"",""location"":""birthdate"",""value"":""9/**/***8"",""evidenceId"":""99e2221b40309761115a86e37a2e5a2d""}]"
Financial/Credit Cards,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/developer-prod/providers/microsoft.sql/servers/maxw-ppl/databases/wiz-customer-tracing-sb_copy##BUILTIN-436,DataCategoryFinancial,Credit Cards,13,13,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'2cbce41a-a1fd-521e-a41e-cceaef478778*2cDATA_FINDING)),"05c62c7a-fcb2-558a-a7b8-03b76ec9635b, 07302e19-c82e-597d-a244-98a3593af8f2, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 5fd222f8-1ade-5642-b00b-b7374982353c, 9b55555a-89b7-55d8-8e38-0f7481b5f537, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, c4f982e0-bab1-58d1-bf24-6b846310f5ca, d43fb6e5-e66c-57b5-aec5-67b235678f57, e2e96170-bf20-5bb4-94c6-177b506a8b83",wiz-customer-tracing-sb_Copy,eastus,2024-05-20T19:34:47.857933Z,CloudPlatform/Database,Microsoft.Sql/servers/databases,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/developer-prod/providers/microsoft.sql/servers/maxw-ppl/databases/wiz-customer-tracing-sb_copy,fee3535b-9616-486f-a476-6a500a08a02b,Azure,false,false,Active,false,HIGH,"[{""path"":""wiz-customer-tracing-sb_Copy.dbo.customer_credit_cards"",""key"":""credit_card_number"",""location"":""credit_card_number"",""value"":""************9550"",""evidenceId"":""5ffbd8cf64b6a6e8bbe66d284c9fca07""}]"
PII/Email,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/creds-internal-storage/providers/microsoft.storage/storageaccounts/credsaccount/blobservices/default/containers/credsinternalcontainer##BUILTIN-1,DataCategoryPII,Email,984,1968,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'b1aaa475-17ba-51f6-8053-7711be927474*2cDATA_FINDING)),"05c62c7a-fcb2-558a-a7b8-03b76ec9635b, 07302e19-c82e-597d-a244-98a3593af8f2, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 5fd222f8-1ade-5642-b00b-b7374982353c, 9b55555a-89b7-55d8-8e38-0f7481b5f537, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, c4f982e0-bab1-58d1-bf24-6b846310f5ca, d43fb6e5-e66c-57b5-aec5-67b235678f57, e2e96170-bf20-5bb4-94c6-177b506a8b83",credsinternalcontainer,westeurope,2024-01-31T11:22:17.815744Z,CloudPlatform/Bucket,Microsoft.Storage/storageAccounts/blobServices/containers,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/creds-internal-storage/providers/microsoft.storage/storageaccounts/credsaccount/blobservices/default/containers/credsinternalcontainer,fee3535b-9616-486f-a476-6a500a08a02b,Azure,true,true,Active,false,CRITICAL,"[{""path"":""userdata1.csv"",""key"":""email"",""value"":""a***@com.com"",""evidenceId"":""f88c66f7480e13a223478ed0c36b48a1"",""contentSizeBytes"":145923},{""path"":""userdata1.parquet"",""key"":""Email"",""value"":""a***@com.com"",""evidenceId"":""f18de20e69c8ed5e650c9eb03e6028b0""},{""path"":""userdata1.csv"",""key"":""email"",""value"":""r***@google.ca"",""evidenceId"":""f88c66f7480e13a223478ed0c36b48a1"",""contentSizeBytes"":145923}]"
PII/Email,file-DJOhNJtJAqetZqhX6kpc04Xx##BUILTIN-1,DataCategoryPII,Email,105,106,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'852320d3-5768-58ca-923a-5ebcdf5ebcb2*2cDATA_FINDING)),b561e19e-0f08-5717-8730-bac1c1f8f52a,train.jsonl,,2024-01-10T15:21:19.321173Z,CloudPlatform/AiDataset,openai#file,file-DJOhNJtJAqetZqhX6kpc04Xx,org-gPc8sNS7RaAReGyFRIwkIRkg,OpenAI,false,false,,false,CRITICAL,"[{""path"":""train.jsonl"",""key"":""prompt"",""value"":""n***@wiz.com"",""evidenceId"":""ac4b01eb79ea95076103b86417d8a9d8"",""contentSizeBytes"":12776}]"
PII/Email,file-114f0VZ1vz0N0wt5piLCffyI##BUILTIN-1,DataCategoryPII,Email,105,106,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'6a5da208-19c5-54e1-8cb7-6ad43e0ab1f8*2cDATA_FINDING)),b561e19e-0f08-5717-8730-bac1c1f8f52a,train.jsonl,,2024-01-10T15:21:19.540915Z,CloudPlatform/AiDataset,openai#file,file-114f0VZ1vz0N0wt5piLCffyI,org-gPc8sNS7RaAReGyFRIwkIRkg,OpenAI,false,false,,false,CRITICAL,"[{""path"":""train.jsonl"",""key"":""prompt"",""value"":""n***@wiz.com"",""evidenceId"":""885c50d0047352ab885be13ce76ccb7b"",""contentSizeBytes"":12776}]"
PII/Name,gs://moran-not-public-acme-prod##BUILTIN-125,DataCategoryPII,Name,857,864,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'7b2045f7-35a7-550f-b924-163092684242*2cDATA_FINDING)),"05c62c7a-fcb2-558a-a7b8-03b76ec9635b, 360e0519-a35c-5cb7-a353-728812b2f2e8, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 9b55555a-89b7-55d8-8e38-0f7481b5f537, b03cf038-fd78-560d-a1b8-7b98b21e5b26, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, c4f982e0-bab1-58d1-bf24-6b846310f5ca, db68f2c6-5cb9-5fd5-a47f-02da29d1ec17, e2e96170-bf20-5bb4-94c6-177b506a8b83, ee3ecda3-9c8c-555a-9399-865bf438c417",moran-not-public-acme-prod,us,2024-04-09T11:12:53.030832Z,CloudPlatform/Bucket,storage#bucket,gs://moran-not-public-acme-prod,acme-prod-env,GCP,true,false,Active,false,CRITICAL,"[{""path"":""userdata2.parquet"",""key"":""First_name/Last_name"",""value"":""Wi***e *****r"",""evidenceId"":""fc82d7da319261eb86e1e4bed7ac2458""}]"
DigitalIdentity/IP Address,QTREIVX#SANDBOXCONNECTOR#DB1#SCHEMA1##BUILTIN-438,DataCategoryDigitalIdentity,IP Address,1000,1000,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'d30756f7-7d34-5ac3-96cb-ea86d4231496*2cDATA_FINDING)),d0158b30-fbcf-5386-a661-5ed04b2445a4,SCHEMA1,us-east-1,2024-07-30T15:33:47.892362Z,CloudPlatform/Database,snowflake#schema,QTREIVX#SANDBOXCONNECTOR#DB1#SCHEMA1,QTREIVX-SANDBOXCONNECTOR,Snowflake,false,false,Active,false,INFO,"[{""path"":""DB1.SCHEMA1.MYTABLE"",""key"":""ip address"",""location"":""ip address"",""value"":""94***3.****8"",""evidenceId"":""1e7f7339af229c8d728b7a670054ac35""}]"
PII/Gender,QTREIVX#SANDBOXCONNECTOR#DB1#SCHEMA1##BUILTIN-20,DataCategoryPII,Gender,2,933,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'141f6ed5-712b-50fe-80eb-5fc31b330e71*2cDATA_FINDING)),d0158b30-fbcf-5386-a661-5ed04b2445a4,SCHEMA1,us-east-1,2024-07-30T15:33:47.855828Z,CloudPlatform/Database,snowflake#schema,QTREIVX#SANDBOXCONNECTOR#DB1#SCHEMA1,QTREIVX-SANDBOXCONNECTOR,Snowflake,false,false,Active,false,INFO,"[{""path"":""DB1.SCHEMA1.MYTABLE"",""key"":""GENDER"",""location"":""GENDER"",""value"":""M***"",""evidenceId"":""079b6d10d80a979340eed99426201a5a""}]"
PII/Name,QTREIVX#SANDBOXCONNECTOR#DB1#SCHEMA1##BUILTIN-125,DataCategoryPII,Name,857,864,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'adb01230-1c9f-5bf4-9f4c-dc09c1cc98fc*2cDATA_FINDING)),d0158b30-fbcf-5386-a661-5ed04b2445a4,SCHEMA1,us-east-1,2024-07-30T15:33:47.928526Z,CloudPlatform/Database,snowflake#schema,QTREIVX#SANDBOXCONNECTOR#DB1#SCHEMA1,QTREIVX-SANDBOXCONNECTOR,Snowflake,false,false,Active,false,CRITICAL,"[{""path"":""DB1.SCHEMA1.MYTABLE"",""key"":""first name/last name"",""value"":""Wi***e *****r"",""evidenceId"":""0442ef70f26a7c51dd440531e968bac4""}]"
PII/Email,file-bNjavzz3mxTphxneeJs2cYsz##BUILTIN-1,DataCategoryPII,Email,105,106,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'36260d06-e268-54f7-9a36-04b9bda82cdd*2cDATA_FINDING)),b561e19e-0f08-5717-8730-bac1c1f8f52a,train.jsonl,,2024-01-10T20:56:31.666275Z,CloudPlatform/AiDataset,openai#file,file-bNjavzz3mxTphxneeJs2cYsz,org-gPc8sNS7RaAReGyFRIwkIRkg,OpenAI,false,false,,false,CRITICAL,"[{""path"":""train.jsonl"",""key"":""prompt"",""value"":""n***@wiz.com"",""evidenceId"":""b391b3cad7a1d77905d1ba6b61380b4c"",""contentSizeBytes"":12776}]"
PII/Income,models-backup-b##BUILTIN-188,DataCategoryPII,Income,2,10,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'305f49b4-e44a-5e19-8d77-bf953b095dee*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",models-backup-b,us-east-2,2024-08-08T02:00:09.293934Z,CloudPlatform/Bucket,bucket,models-backup-b,001791986277,AWS,true,false,Active,false,MEDIUM,"[{""path"":""malicious-models/binbin/vocab.json"",""key"":""income"",""location"":""/income"",""value"":""1***9"",""evidenceId"":""b908b9c6daf3041b7e5a60a9591558d7"",""contentSizeBytes"":1042301},{""path"":""malicious-models/calc/vocab.json"",""key"":""income"",""location"":""/income"",""value"":""1***9"",""evidenceId"":""ef2b78763a686efe98fcec56e5a4512d"",""contentSizeBytes"":1042301},{""path"":""malicious-models/metasploit/vocab.json"",""key"":""income"",""location"":""/income"",""value"":""1***9"",""evidenceId"":""e8d40de842ac568ba7bf2de0dfbf757a"",""contentSizeBytes"":1042301},{""path"":""malicious-models/model-demo/vocab.json"",""key"":""income"",""location"":""/income"",""value"":""1***9"",""evidenceId"":""6e1f35b0027d15d7281359b4dcc47100"",""contentSizeBytes"":1042301},{""path"":""malicious-models/xmrig/vocab.json"",""key"":""income"",""location"":""/income"",""value"":""1***9"",""evidenceId"":""410d9a44d67085cad6090c1df125376c"",""contentSizeBytes"":1042301},{""path"":""malicious-models/binbin/vocab.json"",""key"":""wage"",""location"":""/wage"",""value"":""2***2"",""evidenceId"":""b908b9c6daf3041b7e5a60a9591558d7"",""contentSizeBytes"":1042301},{""path"":""malicious-models/calc/vocab.json"",""key"":""wage"",""location"":""/wage"",""value"":""2***2"",""evidenceId"":""ef2b78763a686efe98fcec56e5a4512d"",""contentSizeBytes"":1042301},{""path"":""malicious-models/metasploit/vocab.json"",""key"":""wage"",""location"":""/wage"",""value"":""2***2"",""evidenceId"":""e8d40de842ac568ba7bf2de0dfbf757a"",""contentSizeBytes"":1042301},{""path"":""malicious-models/model-demo/vocab.json"",""key"":""wage"",""location"":""/wage"",""value"":""2***2"",""evidenceId"":""6e1f35b0027d15d7281359b4dcc47100"",""contentSizeBytes"":1042301},{""path"":""malicious-models/xmrig/vocab.json"",""key"":""wage"",""location"":""/wage"",""value"":""2***2"",""evidenceId"":""410d9a44d67085cad6090c1df125376c"",""contentSizeBytes"":1042301}]"
PII/Name,arn:aws:rds:eu-west-2:001791986277:cluster:lorax-aurora-db##BUILTIN-125,DataCategoryPII,Name,346,690,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'7a4911c5-073f-5155-aec6-c7daa48d1205*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",lorax-aurora-db,eu-west-2,2024-04-15T10:58:33.077462Z,CloudPlatform/Database,rds/AmazonAuroraMySQL/cluster,arn:aws:rds:eu-west-2:001791986277:cluster:lorax-aurora-db,001791986277,AWS,false,false,Active,false,CRITICAL,"[{""path"":""userdata.mytable"",""key"":""first_name/last_name"",""value"":""Aa*** B****y"",""evidenceId"":""49927dceb544fbe134c4d14377ad6017""},{""path"":""userdata.userdata2"",""key"":""first_name/last_name"",""value"":""Am***a *****n"",""evidenceId"":""80f6a5fb7e4be378e5739ec07baf466d""},{""path"":""userdata.mytable"",""key"":""first_name/last_name"",""value"":""Wi***e *****r"",""evidenceId"":""49927dceb544fbe134c4d14377ad6017""}]"
PII/Income,arn:aws:rds:eu-west-2:001791986277:cluster:lorax-aurora-db##BUILTIN-188,DataCategoryPII,Income,377,750,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'396d325b-b63c-5d39-8500-152991c30484*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",lorax-aurora-db,eu-west-2,2024-08-08T00:01:21.778771Z,CloudPlatform/Database,rds/AmazonAuroraMySQL/cluster,arn:aws:rds:eu-west-2:001791986277:cluster:lorax-aurora-db,001791986277,AWS,false,false,Active,false,CRITICAL,"[{""path"":""userdata.mytable"",""key"":""salary"",""location"":""salary"",""value"":""1****0"",""evidenceId"":""b1edb594812be7f13bf1c578a64fb15e""},{""path"":""userdata.userdata2"",""key"":""salary"",""location"":""salary"",""value"":""4**5***3"",""evidenceId"":""783e07fe52f398ad5d5f70478ae05cf1""},{""path"":""userdata.mytable"",""key"":""salary"",""location"":""salary"",""value"":""9***6"",""evidenceId"":""b1edb594812be7f13bf1c578a64fb15e""}]"
PII/Date of Birth,arn:aws:lambda:us-east-1:001791986277:function:serverless-data-findings##BUILTIN-130,DataCategoryPII,Date of Birth,786,2091,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'a11ee8e2-51f9-597f-855a-304deebdfeea*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",serverless-data-findings,us-east-1,2024-04-19T03:29:06.480023Z,CloudPlatform/Serverless,lambda,arn:aws:lambda:us-east-1:001791986277:function:serverless-data-findings,001791986277,AWS,false,false,Active,false,MEDIUM,"[{""path"":""/emails_and_creditcards.csv"",""key"":""birthdate"",""value"":""3/**/***2"",""evidenceId"":""46beb49ea20bc2677fafdb193f882296"",""contentSizeBytes"":136685},{""path"":""/emails_and_creditcards.txt"",""key"":""birthdate"",""value"":""3**/***1"",""evidenceId"":""ee17d3139f380f95c3113b9d37de6934"",""contentSizeBytes"":136685},{""path"":""/junk_1000rows.csv"",""key"":""birthdate"",""value"":""1/**/***8"",""evidenceId"":""26f2de6fa67ed34f4ff5c0dcc5b7694a"",""contentSizeBytes"":128125},{""path"":""/emails_and_creditcards.csv"",""key"":""birthdate"",""value"":""8/**/***5"",""evidenceId"":""46beb49ea20bc2677fafdb193f882296"",""contentSizeBytes"":136685}]"
PII/Income,gs://vertexaibootscript##BUILTIN-188,DataCategoryPII,Income,332,416,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'1b9b501b-2f98-580d-86e6-30d905c3a118*2cDATA_FINDING)),"05c62c7a-fcb2-558a-a7b8-03b76ec9635b, 360e0519-a35c-5cb7-a353-728812b2f2e8, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 9b55555a-89b7-55d8-8e38-0f7481b5f537, b03cf038-fd78-560d-a1b8-7b98b21e5b26, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, c4f982e0-bab1-58d1-bf24-6b846310f5ca, db68f2c6-5cb9-5fd5-a47f-02da29d1ec17, e2e96170-bf20-5bb4-94c6-177b506a8b83, ee3ecda3-9c8c-555a-9399-865bf438c417",vertexaibootscript,us,2024-08-06T03:20:49.104777Z,CloudPlatform/Bucket,storage#bucket,gs://vertexaibootscript,acme-prod-env,GCP,true,false,Active,false,CRITICAL,"[{""path"":""vertexaibackup/tutorials/vertex_samples/official/pipelines/sample_data/california_housing_test.csv"",""key"":""income"",""value"":""0****0"",""evidenceId"":""c106c45889f8226549077d11791732ae"",""contentSizeBytes"":301141},{""path"":""vertexaibackup/tutorials/vertex_samples/official/pipelines/sample_data/california_housing_train.csv"",""key"":""income"",""value"":""9****0"",""evidenceId"":""269031366567921c3bb44c1b69b64e9f"",""contentSizeBytes"":1706430},{""path"":""vertexaibackup/tutorials/vertex_samples/official/pipelines/sample_data/california_housing_test.csv"",""key"":""income"",""value"":""0****0"",""evidenceId"":""c106c45889f8226549077d11791732ae"",""contentSizeBytes"":301141}]"
PII/Name,training-data-for-sql##BUILTIN-125,DataCategoryPII,Name,19,24,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'d3290d46-bab4-5e0e-96f9-6ae2a5e77262*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",training-data-for-sql,us-east-1,2024-04-15T10:38:31.447049Z,CloudPlatform/Bucket,bucket,training-data-for-sql,001791986277,AWS,true,false,Active,false,MEDIUM,"[{""path"":""know_sql_train-v3.json"",""key"":""Author"",""location"":""[50560]/prompt"",""value"":""Da***Ma***n"",""evidenceId"":""ed11e23bcfcb9b62a138ffdbe84bdd21"",""contentSizeBytes"":20518367},{""path"":""know_sql_flan_large.jsonl"",""key"":""first name"",""location"":""[147]/prompt"",""value"":""T**m***y"",""evidenceId"":""db9b9969da5713e77339b631377f62c8"",""contentSizeBytes"":18657863},{""path"":""know_sql_train-v3.json"",""key"":""nickname"",""location"":""[959]/prompt"",""value"":""Lo***l *****l"",""evidenceId"":""ed11e23bcfcb9b62a138ffdbe84bdd21"",""contentSizeBytes"":20518367},{""path"":""know_sql_flan_large.jsonl"",""key"":""nickname"",""location"":""[959]/prompt"",""value"":""Lo***l *****l"",""evidenceId"":""db9b9969da5713e77339b631377f62c8"",""contentSizeBytes"":18657863}]"
PII/Name,https://azcmr7ym2l.execute-api.eu-central-1.amazonaws.com:443/Test_DB_query##BUILTIN-125,DataCategoryPII,Name,12,24,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'aaa12ee2-b735-5fe4-9959-974f29f5f1bb*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, 6f07690e-5c6c-5d43-8fa9-fe14c391f4e3, a88031c9-47d9-5d28-a5a3-bc58defaec94, c4c12241-dbe1-5698-b8d3-e9e19e3916b8, e2e96170-bf20-5bb4-94c6-177b506a8b83",https://azcmr7ym2l.execute-api.eu-central-1.amazonaws.com:443/Test_DB_query,,2024-04-24T23:40:19.15538Z,CloudPlatform/Endpoint,,https://azcmr7ym2l.execute-api.eu-central-1.amazonaws.com:443/Test_DB_query,984186218765,AWS,false,false,,false,MEDIUM,"[{""path"":""Screenshot - https://azcmr7ym2l.execute-api.eu-central-1.amazonaws.com:443/Test_DB_query"",""key"":""first name"",""value"":""Al*** B***y"",""evidenceId"":""18d7651bcb4e811d0eda90ab2f4621a6"",""contentSizeBytes"":61443},{""path"":""https://azcmr7ym2l.execute-api.eu-central-1.amazonaws.com:443/Test_DB_query"",""key"":""first name"",""value"":""Al*** B***y"",""evidenceId"":""093a77b2762a9b145db883efa8490256"",""contentSizeBytes"":92954},{""path"":""Screenshot - https://azcmr7ym2l.execute-api.eu-central-1.amazonaws.com:443/Test_DB_query"",""key"":""first name"",""value"":""Su*** P*****s"",""evidenceId"":""18d7651bcb4e811d0eda90ab2f4621a6"",""contentSizeBytes"":61443},{""path"":""https://azcmr7ym2l.execute-api.eu-central-1.amazonaws.com:443/Test_DB_query"",""key"":""first name"",""value"":""Su*** P*****s"",""evidenceId"":""093a77b2762a9b145db883efa8490256"",""contentSizeBytes"":92954}]"
PII/GPS Location,training-data-for-sql##BUILTIN-472,DataCategoryPII,GPS Location,50,70,https://app.wiz.io/data-findings#~(groupBy~'none~filters~()~entity~(~'aac8da8b-897c-5e3d-ae42-9f54d6723d6e*2cDATA_FINDING)),"15d1d5b0-1067-51a7-bc53-07b39cd6f523, 218465d4-ed90-5f33-a22a-fb93f4e9b489, 43e1c873-a576-5d0c-a2f2-edbaf856faa4, 5dc6b5d2-654f-5771-8a25-5b7ce9e56ff0, a88031c9-47d9-5d28-a5a3-bc58defaec94, cceb83bf-814e-5686-9ee2-6bc43bc836b7, e2e96170-bf20-5bb4-94c6-177b506a8b83",training-data-for-sql,us-east-1,2024-10-10T12:30:18.919357Z,CloudPlatform/Bucket,bucket,training-data-for-sql,001791986277,AWS,true,false,Active,false,MEDIUM,"[{""path"":""know_sql_train-v3.json"",""key"":""MSA"",""location"":""[917]/completion"",""value"":""3**"",""evidenceId"":""4694d4fe2ea7f38389b411f02b0497ef"",""contentSizeBytes"":20518367},{""path"":""models/distilbert-base-uncased/tokenizer.json"",""key"":""vocab/##position"",""location"":""/model/vocab/##position"",""value"":""2***4"",""evidenceId"":""f2754521f89334e04beca59769d0ea84"",""contentSizeBytes"":466062},{""path"":""know_sql_flan_large.jsonl"",""key"":""MSA"",""location"":""[917]/completion"",""value"":""3**"",""evidenceId"":""df5ddde812792757540f50f342757c7d"",""contentSizeBytes"":18657863},{""path"":""know_sql_train-v3.json"",""key"":""msa"",""location"":""[917]/prompt"",""value"":""3**"",""evidenceId"":""4694d4fe2ea7f38389b411f02b0497ef"",""contentSizeBytes"":20518367},{""path"":""models/distilbert-base-uncased/tokenizer.json"",""key"":""vocab/position"",""location"":""/model/vocab/position"",""value"":""2***"",""evidenceId"":""f2754521f89334e04beca59769d0ea84"",""contentSizeBytes"":466062},{""path"":""know_sql_flan_large.jsonl"",""key"":""msa"",""location"":""[917]/prompt"",""value"":""3**"",""evidenceId"":""df5ddde812792757540f50f342757c7d"",""contentSizeBytes"":18657863}]"
