Name,Provider ID,External ID,Cloud Platform,Subscription,Subscription ID,Projects,Region,Tags,Resource Type,Native Type,Last Seen
vulnerability-assessment,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/newpaymentapp/providers/microsoft.storage/storageaccounts/sqlval2nrcd4kbwl3e/blobservices/default/containers/vulnerability-assessment,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/newpaymentapp/providers/microsoft.storage/storageaccounts/sqlval2nrcd4kbwl3e/blobservices/default/containers/vulnerability-assessment,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus,{},BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:48:42Z
etra-bucket2,arn:aws:s3:::etra-bucket2,etra-bucket2,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-2,{},BUCKET,bucket,2024-10-30T18:30:37Z
wiz-cloud-events-c3ebdf14,ocid1.bucket.oc1.iad.aaaaaaaaoi6bjrycwqcjoq52zfqlvmyvomta2pindkkyceimly4q3jzl6hzq,ocid1.bucket.oc1.iad.aaaaaaaaoi6bjrycwqcjoq52zfqlvmyvomta2pindkkyceimly4q3jzl6hzq,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""wiz.cdr-stream"": ""true"", ""Oracle-Tags.CreatedBy"": ""okta/michael.aminov@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2024-07-09T17:20:41.074Z""}",BUCKET,oci#objectStorageBucket,2024-10-30T19:04:07Z
iota-locked-bucket,arn:aws:s3:::iota-locked-bucket,iota-locked-bucket,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-west-1,"{""wizRemediationLastUpdatedUTC"": ""29/05/2024 10:58:42 UTC""}",BUCKET,bucket,2024-10-30T18:30:39Z
cf-templates-ms8zfpb3xoa0-us-east-2,arn:aws:s3:::cf-templates-ms8zfpb3xoa0-us-east-2,cf-templates-ms8zfpb3xoa0-us-east-2,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-2,{},BUCKET,bucket,2024-10-30T20:05:14Z
frompodirsa,arn:aws:s3:::frompodirsa,frompodirsa,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-1,{},BUCKET,bucket,2024-10-30T18:30:38Z
sagemaker-us-east-1-984186218765,arn:aws:s3:::sagemaker-us-east-1-984186218765,sagemaker-us-east-1-984186218765,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-1,{},BUCKET,bucket,2024-10-30T18:30:39Z
aws-cloudtrail-logs-984186218765-us-east-1-rep-partners,arn:aws:s3:::aws-cloudtrail-logs-984186218765-us-east-1-rep-partners,aws-cloudtrail-logs-984186218765-us-east-1-rep-partners,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-1,"{""Wiz_Tenant"": ""Partners""}",BUCKET,bucket,2024-10-30T18:30:36Z
us-east-bucket,ocid1.bucket.oc1.iad.aaaaaaaawuyrre2bjz67cqcegzrrq5nvwrqtezbemqmdzuq2747peglp7liq,ocid1.bucket.oc1.iad.aaaaaaaawuyrre2bjz67cqcegzrrq5nvwrqtezbemqmdzuq2747peglp7liq,OCI,aminov,ocid1.compartment.oc1..aaaaaaaakdwckvimekkhloq5sohoupn2gjv46ipxyjui4flr4smfjwfyrp6q,"Acme,Acme Oracle App,OCI demo",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/michael.aminov@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2024-05-29T13:19:35.931Z""}",BUCKET,oci#objectStorageBucket,2024-10-30T19:04:10Z
aws-athena-query-results-984186218765-us-east-1,arn:aws:s3:::aws-athena-query-results-984186218765-us-east-1,aws-athena-query-results-984186218765-us-east-1,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-1,{},BUCKET,bucket,2024-10-30T18:30:35Z
wiz-remediation-custom-functions-bucket-98418621-984186218765,arn:aws:s3:::wiz-remediation-custom-functions-bucket-98418621-984186218765,wiz-remediation-custom-functions-bucket-98418621-984186218765,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-2,"{""aws:cloudformation:stack-id"": ""arn:aws:cloudformation:us-east-2:984186218765:stack/wiz-remediation-and-response-infrastructure/e69dc300-184a-11ef-8110-024b11f2239b"", ""aws:cloudformation:logical-id"": ""WizRemediationCustomFunctionsBucket"", ""aws:cloudformation:stack-name"": ""wiz-remediation-and-response-infrastructure""}",BUCKET,bucket,2024-10-30T18:30:41Z
democontainer,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/wiz-remediation-demo-resources/providers/microsoft.storage/storageaccounts/wizremediationdemo2z1u6l/blobservices/default/containers/democontainer,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/wiz-remediation-demo-resources/providers/microsoft.storage/storageaccounts/wizremediationdemo2z1u6l/blobservices/default/containers/democontainer,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",northeurope,"{""wiz-remediation-demo"": ""true""}",BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:49:02Z
cf-templates-1n9jxzo36futl-us-west-2,arn:aws:s3:::cf-templates-1n9jxzo36futl-us-west-2,cf-templates-1n9jxzo36futl-us-west-2,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-west-2,{},BUCKET,bucket,2024-10-30T18:30:38Z
bootdiagnostics-clusterkr-eeb8988c-62f5-41a0-9b94-8f0f6584a417,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/aro-b6ppqb26/providers/microsoft.storage/storageaccounts/clustercws42/blobservices/default/containers/bootdiagnostics-clusterkr-eeb8988c-62f5-41a0-9b94-8f0f6584a417,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/aro-b6ppqb26/providers/microsoft.storage/storageaccounts/clustercws42/blobservices/default/containers/bootdiagnostics-clusterkr-eeb8988c-62f5-41a0-9b94-8f0f6584a417,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",westeurope,{},BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:48:52Z
aro,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/aro-b6ppqb26/providers/microsoft.storage/storageaccounts/clustercws42/blobservices/default/containers/aro,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/aro-b6ppqb26/providers/microsoft.storage/storageaccounts/clustercws42/blobservices/default/containers/aro,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",westeurope,{},BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:48:52Z
vertexaibootscript,https://www.googleapis.com/storage/v1/b/vertexaibootscript,gs://vertexaibootscript,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us,{},BUCKET,storage#bucket,2024-10-30T19:25:42Z
lior-demo-14,arn:aws:s3:::lior-demo-14,lior-demo-14,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,{},BUCKET,bucket,2024-10-30T18:30:37Z
nyc-employees-nsn,arn:aws:s3:::nyc-employees-nsn,nyc-employees-nsn,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-1,"{""itayTest"": """"}",BUCKET,bucket,2024-10-30T20:05:15Z
cf-templates-1n9jxzo36futl-us-east-2,arn:aws:s3:::cf-templates-1n9jxzo36futl-us-east-2,cf-templates-1n9jxzo36futl-us-east-2,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-2,{},BUCKET,bucket,2024-10-30T18:30:37Z
bedrock-training-job-bucket,arn:aws:s3:::bedrock-training-job-bucket,bedrock-training-job-bucket,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-1,{},BUCKET,bucket,2024-10-30T20:05:14Z
bootdiagnostics-clusterkr-62df54bb-a791-494b-a3d2-f2961d748c15,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/aro-b6ppqb26/providers/microsoft.storage/storageaccounts/clustercws42/blobservices/default/containers/bootdiagnostics-clusterkr-62df54bb-a791-494b-a3d2-f2961d748c15,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/aro-b6ppqb26/providers/microsoft.storage/storageaccounts/clustercws42/blobservices/default/containers/bootdiagnostics-clusterkr-62df54bb-a791-494b-a3d2-f2961d748c15,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",westeurope,{},BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:48:52Z
alma-cdr-bucket,ocid1.bucket.oc1.iad.aaaaaaaa7upv6wvblwkjxxihekpofcd5z2ajvrpyyhsowdmga5uxvq2cdptq,ocid1.bucket.oc1.iad.aaaaaaaa7upv6wvblwkjxxihekpofcd5z2ajvrpyyhsowdmga5uxvq2cdptq,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""wiz.alma-cdr"": ""true"", ""Oracle-Tags.CreatedBy"": ""okta/alma.raziel@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2024-07-14T16:07:39.719Z""}",BUCKET,oci#objectStorageBucket,2024-10-30T19:04:06Z
bucket-20240521-1347,ocid1.bucket.oc1.iad.aaaaaaaaem7qg5edzk5ui6ptc7c364a7jfuxfdnldiofirnf4l42le7r2wnq,ocid1.bucket.oc1.iad.aaaaaaaaem7qg5edzk5ui6ptc7c364a7jfuxfdnldiofirnf4l42le7r2wnq,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/alma.raziel@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2024-05-21T10:47:34.741Z""}",BUCKET,oci#objectStorageBucket,2024-10-30T19:04:07Z
outpost-for-test-bucket,ocid1.bucket.oc1.iad.aaaaaaaa65lbu55yeayjlsk7glj6etx6dhproxxikdzpvl4qxdspoq7eleva,ocid1.bucket.oc1.iad.aaaaaaaa65lbu55yeayjlsk7glj6etx6dhproxxikdzpvl4qxdspoq7eleva,OCI,outpost-for-test,ocid1.compartment.oc1..aaaaaaaancf7jbrqplgfjzu2we74amq4p5vgksiec7ahs5rrfzbzs6yeog6q,"Acme,Acme Oracle App,OCI demo",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""elad.gabay@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2022-02-13T12:31:04.553Z""}",BUCKET,oci#objectStorageBucket,2024-10-30T19:03:15Z
amazon-datazone-984186218765-eu-central-1-951434286,arn:aws:s3:::amazon-datazone-984186218765-eu-central-1-951434286,amazon-datazone-984186218765-eu-central-1-951434286,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",eu-central-1,"{""wizRemediationLastUpdatedUTC"": ""16/09/2024 10:15:43 UTC""}",BUCKET,bucket,2024-10-30T18:30:34Z
con,arn:aws:mediastore:us-east-1:001791986277:container/con,arn:aws:mediastore:us-east-1:001791986277:container/con,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-1,{},BUCKET,mediastore#container,2024-10-30T20:05:01Z
liron-public,arn:aws:s3:::liron-public,liron-public,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",eu-west-2,{},BUCKET,bucket,2024-10-30T20:05:13Z
oci-logs._flowlogs.ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,ocid1.bucket.oc1.iad.aaaaaaaa2mxcyydnwo2gvgfaqh6mqdy3edbxle6oynrcit25fiwxawectc4q,ocid1.bucket.oc1.iad.aaaaaaaa2mxcyydnwo2gvgfaqh6mqdy3edbxle6oynrcit25fiwxawectc4q,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""logging"", ""Oracle-Tags.CreatedOn"": ""2022-05-31T13:37:03.210Z""}",BUCKET,oci#objectStorageBucket,2024-10-30T19:04:07Z
custom-classifiers,arn:aws:s3:::custom-classifiers,custom-classifiers,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-1,{},BUCKET,bucket,2024-10-30T18:30:37Z
scm-releases,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/developer-prod/providers/microsoft.storage/storageaccounts/storageaccountdevel8b87/blobservices/default/containers/scm-releases,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/developer-prod/providers/microsoft.storage/storageaccounts/storageaccountdevel8b87/blobservices/default/containers/scm-releases,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",westeurope,{},BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:49:00Z
test-bucket-for-filepath,arn:aws:s3:::test-bucket-for-filepath,test-bucket-for-filepath,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-1,{},BUCKET,bucket,2024-10-30T18:30:40Z
us.artifacts.acme-prod-env.appspot.com,https://www.googleapis.com/storage/v1/b/us.artifacts.acme-prod-env.appspot.com,gs://us.artifacts.acme-prod-env.appspot.com,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us,{},BUCKET,storage#bucket,2024-10-30T19:25:42Z
licht-bucket1-ashburn,ocid1.bucket.oc1.iad.aaaaaaaay3mrdkwstzvdxloaezgnmgaesub33y2d5zivhpiv3ly4ru4l6qiq,ocid1.bucket.oc1.iad.aaaaaaaay3mrdkwstzvdxloaezgnmgaesub33y2d5zivhpiv3ly4ru4l6qiq,OCI,licht-comp,ocid1.compartment.oc1..aaaaaaaacwntaxqnmuvmguezefjywdsltejxvgb3gv6aqlrwuipvo7uhcggq,"Acme,Acme Oracle App,OCI demo",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/tal@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2024-04-18T15:44:35.873Z""}",BUCKET,oci#objectStorageBucket,2024-10-30T19:03:12Z
azure-webjobs-hosts,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/developer-prod/providers/microsoft.storage/storageaccounts/storageaccountdevel8b87/blobservices/default/containers/azure-webjobs-hosts,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/developer-prod/providers/microsoft.storage/storageaccounts/storageaccountdevel8b87/blobservices/default/containers/azure-webjobs-hosts,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",westeurope,{},BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:49:00Z
noam-bucket,ocid1.bucket.oc1.iad.aaaaaaaajyyi4fq5xxmjswuevkayn5f4w7qjvn5g5hdora67xx7yhxf7u34a,ocid1.bucket.oc1.iad.aaaaaaaajyyi4fq5xxmjswuevkayn5f4w7qjvn5g5hdora67xx7yhxf7u34a,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""wiz.cdr-stream"": """", ""Oracle-Tags.CreatedBy"": ""okta/noam.soloveichik@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2024-05-22T12:16:57.296Z""}",BUCKET,oci#objectStorageBucket,2024-10-30T19:04:07Z
demo2-tf-state,arn:aws:s3:::demo2-tf-state,demo2-tf-state,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-west-1,"{""Name"": ""demo2-tf-state"", ""Maintainer "": ""Yossi""}",BUCKET,bucket,2024-10-30T20:05:16Z
IdoTestbucket,ocid1.bucket.oc1.iad.aaaaaaaapjbfnaf7q5forczyf42223jpe74k5t6e3akpnzofc2y7fvcyvxkq,ocid1.bucket.oc1.iad.aaaaaaaapjbfnaf7q5forczyf42223jpe74k5t6e3akpnzofc2y7fvcyvxkq,OCI,comp,ocid1.compartment.oc1..aaaaaaaa7tulv6jdvvi7i6apwa2qejvhmmm7w45dxamcxfcyy3sc44brgopa,"Acme,Acme Oracle App,OCI demo",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/ido.yacovhai@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2021-12-23T09:40:48.487Z""}",BUCKET,oci#objectStorageBucket,2024-10-30T19:04:11Z
aws-cloudtrail-logs-984186218765-32c4255a-trail,arn:aws:s3:::aws-cloudtrail-logs-984186218765-32c4255a-trail,aws-cloudtrail-logs-984186218765-32c4255a-trail,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-2,{},BUCKET,bucket,2024-10-30T18:30:36Z
demogcpexportbucket,https://www.googleapis.com/storage/v1/b/demogcpexportbucket,gs://demogcpexportbucket,GCP,demo-project,centered-kiln-290213,"App A,GCP Subscription Project ,Google Workspace _GCP Org Demo",us-east1,{},BUCKET,storage#bucket,2024-10-30T19:29:23Z
shachar-test-bucket,ocid1.bucket.oc1.iad.aaaaaaaanvr64hlwwc467azaw3zm4dkbiptbxlzaqhkzahg7x3rwnmoxiwnq,ocid1.bucket.oc1.iad.aaaaaaaanvr64hlwwc467azaw3zm4dkbiptbxlzaqhkzahg7x3rwnmoxiwnq,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/shachar.horvitz@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2024-05-09T15:47:52.322Z""}",BUCKET,oci#objectStorageBucket,2024-10-30T19:04:07Z
scm-releases,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/defaultresourcegroup-eus2/providers/microsoft.storage/storageaccounts/defaultresourcegrou96f4/blobservices/default/containers/scm-releases,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/defaultresourcegroup-eus2/providers/microsoft.storage/storageaccounts/defaultresourcegrou96f4/blobservices/default/containers/scm-releases,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus2,"{""owner"": ""danny""}",BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:48:52Z
public-relations,https://www.googleapis.com/storage/v1/b/public-relations,gs://public-relations,GCP,ACME-PROD-ENV,acme-prod-env,"ACME corp,Acme,Acme GCP App,App A,EBC_Labs,GCP Demo,GCP Subscription Project ,Google Workspace _GCP Org Demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",eu,"{""has_pii"": ""true"", ""sensitive_data"": ""true""}",BUCKET,storage#bucket,2024-10-30T19:25:40Z
models-backup-b,arn:aws:s3:::models-backup-b,models-backup-b,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-2,{},BUCKET,bucket,2024-10-30T20:05:15Z
jobs,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/databricks-rg-bapp-databricks-x62ehalvq25pe/providers/microsoft.storage/storageaccounts/dbstoragelfxyom7rocgjo/blobservices/default/containers/jobs,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/databricks-rg-bapp-databricks-x62ehalvq25pe/providers/microsoft.storage/storageaccounts/dbstoragelfxyom7rocgjo/blobservices/default/containers/jobs,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Junior Dev project,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus,"{""Owner"": ""JD"", ""application"": ""databricks"", ""databricks-environment"": ""true""}",BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:48:36Z
wiz-demo-auto-remidation-logging-bucket,arn:aws:s3:::wiz-demo-auto-remidation-logging-bucket,wiz-demo-auto-remidation-logging-bucket,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-1,{},BUCKET,bucket,2024-10-30T18:30:40Z
shachar-test-bucket-3,ocid1.bucket.oc1.iad.aaaaaaaalescnern7aufwvgn6efaoutdgsp7dpkizkfy4t6cwksnlz44dgea,ocid1.bucket.oc1.iad.aaaaaaaalescnern7aufwvgn6efaoutdgsp7dpkizkfy4t6cwksnlz44dgea,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""Oracle-Tags.CreatedBy"": ""okta/shachar.horvitz@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2024-05-09T16:12:00.644Z""}",BUCKET,oci#objectStorageBucket,2024-10-30T19:04:07Z
wiz-attack-simulation-sfmsmm4imv,arn:aws:s3:::wiz-attack-simulation-sfmsmm4imv,wiz-attack-simulation-sfmsmm4imv,AWS,AWS Demo1,984186218765,"ACME corp,AWS demo,Acme,Acme AWS App,Acme Prod App,EBC_Labs",us-east-1,{},BUCKET,bucket,2024-10-30T18:30:40Z
function-releases,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/defaultresourcegroup-eus2/providers/microsoft.storage/storageaccounts/defaultresourcegrou96f4/blobservices/default/containers/function-releases,/subscriptions/fee3535b-9616-486f-a476-6a500a08a02b/resourcegroups/defaultresourcegroup-eus2/providers/microsoft.storage/storageaccounts/defaultresourcegrou96f4/blobservices/default/containers/function-releases,Azure,Wiz - Demo-Scenarios,fee3535b-9616-486f-a476-6a500a08a02b,"ACME corp,Acme,Acme Azure App,App A,Azure: Wiz-Demo-Scenarios,EBC_Labs,Payment Apps,Wiz Factory Prod,Wiz Inc,Wiz Prod",eastus2,"{""owner"": ""danny""}",BUCKET,Microsoft.Storage/storageAccounts/blobServices/containers,2024-10-30T19:48:52Z
IdoTest,ocid1.bucket.oc1.iad.aaaaaaaacvpshmau3iwwgiwzjpt34wrgi3lsm56dpsryymsqspcd46nels3q,ocid1.bucket.oc1.iad.aaaaaaaacvpshmau3iwwgiwzjpt34wrgi3lsm56dpsryymsqspcd46nels3q,OCI,playgroundwiz,ocid1.tenancy.oc1..aaaaaaaagigkayqhmlcvctybckug2tjwur5y64prmbvpdzsnwxjqu6noxm2a,"Acme,Acme Oracle App,OCI demo,Wiz Factory Prod,Wiz Inc,Wiz Prod",us-ashburn-1,"{""noam-test.key1"": ""1"", ""noam-test.key2"": ""1"", ""Oracle-Tags.CreatedBy"": ""okta/ido.yacovhai@wiz.io"", ""Oracle-Tags.CreatedOn"": ""2021-12-19T16:30:27.975Z""}",BUCKET,oci#objectStorageBucket,2024-10-30T19:04:06Z
models-training-backup,arn:aws:s3:::models-training-backup,models-training-backup,AWS,AWS Demo Scenarios 2,001791986277,"AWS demo,Acme,Acme AWS App,EBC_Labs,Wiz Dev,Wiz Factory Dev,Wiz Inc",us-east-2,{},BUCKET,bucket,2024-10-30T20:05:15Z
